ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Michael_Faraday	How many years ago was it when he discovered the phenomenon that he named diamagnetism , and what is now called the Faraday effect?	164	NULL	hard	S09_set4_a7
Michael_Faraday	How many years ago was it when Faraday wrote a letter to The Times on the subject of the foul condition of the River Thames , which resulted in an oft-reprinted cartoon in Punch?	154	NULL	hard	S09_set4_a7
Michael_Faraday	How many years ago was it when he discovered that the optical properties of gold colloids differed from those of the corresponding bulk metal?	162	NULL	hard	S09_set4_a7
Michael_Faraday	Was education another area  of service  for Faraday?	yes	NULL	easy	S09_set4_a7
Michael_Faraday	Was faraday `s  earliest  chemical  work as an assistant  to Davy?	Yes	NULL	easy	S09_set4_a7
Michael_Faraday	Who died at his house at Hampton Court on August 25, 1867?	Faraday	NULL	medium	S09_set4_a7
Michael_Faraday	When was Michael Faraday born?	September 22, 1791	NULL	easy	S09_set4_a7
Michael_Faraday	Where did he serve two terms?	the Church of Scotland	NULL	hard	S09_set4_a7
Michael_Faraday	Who was born in Newington Butts, near present-day South London, England?	Michael Faraday	NULL	medium	S09_set4_a7
Michael_Faraday	Is it true that institution formed the foundation of electric motor technology?	no	NULL	hard	S09_set4_a7
Michael_Faraday	Institution formed the foundation of what?	modern electromagnetic technology	NULL	medium	S09_set4_a7
Michael_Faraday	Was his father member of the Sandemanian sect?	yes	NULL	easy	S09_set4_a7
Michael_Faraday	Was faraday Christian of the small Sandemanian denomination?	yes	NULL	easy	S09_set4_a7
Nassau	Is Nassau Sound a body of water in Maine?	no	easy	easy	S09_set3_a2
Nassau	Was Nassau placed in operation by Robert Fulton?	yes	easy	easy	S09_set3_a2
Nassau	Who was Fort Nassau built by?	the Dutch	medium	medium	S09_set3_a2
Nassau	What is Nassau Coliseum?	an arena in Uniondale, New York, USA	medium	medium	S09_set3_a2
Nassau	What was the Dead or Alive 4 fighting arena modeled after?	a Magnetic Accelerator Cannon station from Halo 2	medium	medium	S09_set3_a2
Nassau	Is Nassau Range the highest mountain range in the world?	no	hard	easy	S09_set3_a2
Nassau	Is Nassau County named after a German town?	yes	hard	hard	S09_set3_a2
Nassau	Does the United States have a base near Glasgow?	yes	hard	hard	S09_set3_a2
Nikola_Tesla	Did Tesla study electrical engineering?	Yes	easy	easy	S09_set4_a3
Nikola_Tesla	Did Tesla study electrical engineering?	yes	easy	easy	S09_set4_a3
Nikola_Tesla	Was Tesla born in the United States?	No	easy	easy	S09_set4_a3
Nikola_Tesla	Was Tesla born in the United States?	no	easy	easy	S09_set4_a3
Nikola_Tesla	Was Tesla hired by Edison?	Yes	easy	easy	S09_set4_a3
Nikola_Tesla	Was Tesla hired by Edison?	yes	easy	easy	S09_set4_a3
Nikola_Tesla	When did Tesla demonstrate wireless communication (radio)?	1893	medium	medium	S09_set4_a3
Nikola_Tesla	When did Tesla demonstrate wireless communication (radio)?	1893	medium	hard	S09_set4_a3
Nikola_Tesla	What is the SI unit measuring magnetic flux density or magnetic induction?	the tesla	medium	medium	S09_set4_a3
Nikola_Tesla	What is the SI unit measuring magnetic flux density or magnetic induction?	the tesla	medium	medium	S09_set4_a3
Nikola_Tesla	Was Tesla regarded as a mad scientist?	Yes	medium	easy	S09_set4_a3
Nikola_Tesla	Was Tesla regarded as a mad scientist?	yes	medium	easy	S09_set4_a3
Nikola_Tesla	What type of current did Tesla invent?	AC	hard	hard	S09_set4_a3
Nikola_Tesla	Who was the victor of the "War of Currents"?	Tesla	hard	hard	S09_set4_a3
Nikola_Tesla	Who was the victor of the "War of Currents"?	Nikola Tesla	hard	hard	S09_set4_a3
Nikola_Tesla	Where did Tesla study electrical engineering?	the Austrian Polytechnic in Graz 	hard	medium	S09_set4_a3
Nikola_Tesla	Where did Tesla study electrical engineering?	Austrian Polytechnic in Graz	hard	medium	S09_set4_a3
Ottawa	Is Ottawa the capital of Canada?	Yes	easy	easy	S09_set3_a5
Ottawa	Does Ottawa sit on the Ottowa River?	Yes	easy	easy	S09_set3_a5
Ottawa	Do small tremors occur in Ottawa?	Yes	easy	hard	S09_set3_a5
Ottawa	What is Ottawa's population?	1,190,982	medium	medium	S09_set3_a5
Ottawa	What are Ottawa's primary industries?	Logging and lumber	medium	hard	S09_set3_a5
Ottawa	What is Ottawa's junior ice hockey team?	the Ottawa 67's	medium	medium	S09_set3_a5
Ottawa	What is Ottawa's major league hockey team?	the Ottawa Senators	hard	medium	S09_set3_a5
Ottawa	What are Carleton University's athletic teams called?	Carleton Ravens	hard	medium	S09_set3_a5
Ottawa	Is Ottawa colder than Moscow in January?	Yes	hard	easy	S09_set3_a5
Ottawa	Is Ottawa on a river?	yes	easy	easy	S09_set3_a5
Ottawa	Is Ottawa on a river?	yes	easy	easy	S09_set3_a5
Ottawa	Does it snow in Ottawa?	yes	easy	easy	S09_set3_a5
Ottawa	Does it snow in Ottawa?	yes	easy	easy	S09_set3_a5
Ottawa	Was there a cholera outbreak in 1832?	yes	easy	easy	S09_set3_a5
Ottawa	Was there a cholera outbreak in 1832?	yes	easy	easy	S09_set3_a5
Ottawa	Who is the mayor of Ottawa?	Larry O'Brien	medium	medium	S09_set3_a5
Ottawa	Who is the mayor of Ottawa?	Larry O'Brien	medium	medium	S09_set3_a5
Ottawa	How many townships are in Ottawa?	eleven	medium	medium	S09_set3_a5
Ottawa	How many townships are in Ottawa?	eleven	medium	easy	S09_set3_a5
Ottawa	What's the main highway in Ottawa?	Highway 417, The Queensway	medium	medium	S09_set3_a5
Ottawa	What's the main highway in Ottawa?	provinical Highway 417	medium	medium	S09_set3_a5
Ottawa	What was Ottawa's name in 1850?	Bytown	hard	hard	S09_set3_a5
Ottawa	What was Ottawa's name in 1850?	Bytown	hard	hard	S09_set3_a5
Ottawa	Based on the average, in what year will the next small tremor occur in Ottawa?	2009	hard	hard	S09_set3_a5
Ottawa	Based on the average, in what year will the next small tremor occur in Ottawa?	2009	hard	hard	S09_set3_a5
Ottawa	Where were immigrants from in the 1800s?	Irish	hard	hard	S09_set3_a5
Ottawa	Where were immigrants from in the 1800s?	Ireland	hard	hard	S09_set3_a5
Ottawa	Are there also discussions of having OC Transpo Light Rail and STO Transitway networks linking on the Gatineau side of the Ottawa River ?	Yes.	NULL	easy	S09_set3_a5
Otter	Does the giant otter live in South America?	Yes	easy	easy	S09_set1_a7
Otter	Does the giant otter live in South America?	yes	easy	easy	S09_set1_a7
Otter	Do otters have claws?	Yes	easy	easy	S09_set1_a7
Otter	Do otters have claws?	yes	easy	easy	S09_set1_a7
Otter	Do otters eat fish?	Yes	easy	easy	S09_set1_a7
Otter	Do otters eat fish?	yes	easy	easy	S09_set1_a7
Otter	What is an otter's den called?	A holt	medium	medium	S09_set1_a7
Otter	What is an otter's den called?	holt	medium	medium	S09_set1_a7
Otter	Where do sea otters live?	Beside water	medium	medium	S09_set1_a7
Otter	Where do sea otters live?	Pacific coast of North America	medium	medium	S09_set1_a7
Otter	Why are otters vulnerable to prey depletion?	Prey-dependence	medium	medium	S09_set1_a7
Otter	Why are otters vulnerable to prey depletion?	prey-dependency	medium	medium	S09_set1_a7
Otter	Do otters enjoy playing?	Yes	hard	hard	S09_set1_a7
Otter	Do otters enjoy playing?	yes	hard	easy	S09_set1_a7
Otter	Do sea otters have a layer of fat like whales?	No	hard	hard	S09_set1_a7
Otter	Do sea otters have a layer of fat like whales?	no	hard	easy	S09_set1_a7
Otter	Is the otter in the same family as the badger?	Yes	hard	hard	S09_set1_a7
Otter	Is the otter in the same family as the badger?	yes	hard	easy	S09_set1_a7
Santiago	Are there any cities named Santiago in the United States?	yes	easy	hard	S09_set3_a6
Santiago	Are there any cities named Santiago in the United States?	Yes	easy	hard	S09_set3_a6
Santiago	Was Santiago the name of an indie/punk band?	yes	easy	easy	S09_set3_a6
Santiago	Was Santiago the name of an indie/punk band?	Yes	easy	easy	S09_set3_a6
Santiago	Is Santiago a name in Spanish?	yes	easy	easy	S09_set3_a6
Santiago	Is Santiago a name in Spanish?	Yes	easy	medium	S09_set3_a6
Santiago	What is the origin of the name Santiago?	Spanish for St. James	medium	hard	S09_set3_a6
Santiago	What is the origin of the name Santiago?	sanit + iago, James	medium	hard	S09_set3_a6
Santiago	Who has released an album or song named Santiago?	The Chieftains; Loreena McKennitt	medium	medium	S09_set3_a6
Santiago	Who has released an album or song named Santiago?	The Chieftains and Loreena McKennitt	medium	hard	S09_set3_a6
Santiago	What is the Order of Santiago?	a Spanish knightly order	medium	medium	S09_set3_a6
Santiago	What is the Order of Santiago?	a Spanish Knightly order	medium	medium	S09_set3_a6
Santiago	What notable people have been named Santiago?	Benito Santiago, Hugo Santiago, Joey Santiago, Liliana Santiago, Rafael Santiago Maria, Santiago Caballero, Santiago Cabrera; James, son of Zebedee	hard	hard	S09_set3_a6
Santiago	What notable people have been named Santiago?	Benito, Hugo, and others	hard	hard	S09_set3_a6
Santiago	What fictional stories include a main character named Santiago?	Gears of War, Rainbow Six: Covert Operations Essentials, Death Foretold by Gabriel García Márquez, Ernest Hemingway's The Old Man and the Sea, the television series Babylon 5, Anne Rice's novel Interview with the Vampire, aulo Coelho's The Alchemist (novel), the television show Friday Night Lights	hard	hard	S09_set3_a6
Santiago	What fictional stories include a main character named Santiago?	Interview with the Vampire, The Alchemist, and others	hard	hard	S09_set3_a6
Santiago	Is Santiago the national capital of a country?	Yes	NULL	easy	S09_set3_a6
Santiago	Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?	Yes	NULL	easy	S09_set3_a6
Santiago	Is santiago Spanish for St. James?	Yes	NULL	easy	S09_set3_a6
Santiago	What is Santiago?	Santiago is Spanish for St. James. It is also the name of places in Argentina, Brazil, Cape Verde, Chile, Colombia, Costa Rica, Cuba, the Dominican Republic, Ecuador, Guatemala, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, the Philippines, Portugal, Spain, the United States, Venezuela, and the Amazon. It is also the name of a baseball catcher, a film director, a guitarist, an economist, a footballer, a DJ, an actor, and James, son of Zebedee. Fictional people with this name include a character from Gears of War, a character from Chronicle of a Death Foretold, a character in Old Man and the Sea, a character in Babylon 5, a character in Interview with the Vampire, the main character of The Alchemist, and a character on Friday Night Lights. There has also been a battle of Santiago de Cuba, a couple of bands named Santiago, an Order of Santiago, and "Santiago" as a shortened form of the Reconquista battle cry.	NULL	too hard	S09_set3_a6
Spanish_language	Are countries without in red?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	However, is English the official  language?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Are most Spanish  speakers in Latin America?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Are countries where is a regionalism in green?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	The deeper  the blue  is, is the more  predominant?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Are these marked with an asterisk  ( *  )?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Did the language lose its official status?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Where do about 400 million people speak Spanish?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	What kind of instrument is the spanish language?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is the lexical similarity with Italian estimated at 82%?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is spanish an official language of the European Union?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	What is an official language of the European Union?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is it true that mexico contains the largest population of Spanish speakers?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Mexico contains the largest population of what?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is this phenomenon notable in Brazil?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is spanish one of the official languages?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is universidad de México Instituto Cervantes Spanish language of Spain?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Is spanish language of the European Union?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Pasan en consecuencia , las palabras que comienzan por estas dos letras , o que las contienen , a alfabetizarse en los lugares que les corresponden dentro de la c y de la l , respectivamente ?	NULL	NULL	NULL	S09_set5_a8
Spanish_language	Allow the common features of the writing systems of the Romance languages for a greater amount of interlingual reading comprehension than oral communication would ?	NULL	NULL	NULL	S09_set5_a8
Swahili_language	What was Swahili language`s profession?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	How many years ago was an interterritorial conference held at Mombasa ?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	What is Swahili language`s last name?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	How many years ago was it when the rulers of Zanzibar organized trading expeditions into the interior of the mainland , up to the various lakes in the continent `s Great Rift Valley?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	What is Swahili language`s first name?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Where did Swahili language die?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Has swahili no diphthongs?	No	NULL	easy	S09_set5_a4
Swahili_language	Is a third  prefix the object  prefix?	Yes	NULL	easy	S09_set5_a4
Swahili_language	When is /ref>	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Swahili unusual?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Where does swahili grammar arrange nouns?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	What was the only good candidate in these two colonies?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Do some writers mark aspirated consonants?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Was one key step in spreading Swahili to create a standard written language?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Are there today more speakers in Kenya of the Somali coast?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Is      / ref Swahili unusual among sub-Saharan languages?	Yes	NULL	easy	S09_set5_a4
Swahili_language	The pronunciation of the phoneme / u / stands between what?	NULL	NULL	NULL	S09_set5_a4
Swahili_language	Are vowels never reduced , regardless of stress ?	Yes	NULL	easy	S09_set5_a4
Swan	Does the Australian Black Swan have white feathers on its wings?	yes	easy	medium	S09_set1_a10
Swan	Does the Australian Black Swan have white feathers on its wings?	Yes	easy	medium	S09_set1_a10
Swan	Do swans belong to the family Anatidae?	yes	easy	easy	S09_set1_a10
Swan	Do swans belong to the family Anatidae?	Yes	easy	easy	S09_set1_a10
Swan	Can black swans swim with only one leg?	yes	easy	easy	S09_set1_a10
Swan	Can black swans swim with only one leg?	Yes	easy	medium	S09_set1_a10
Swan	What are young swans known as?	cygnets	medium	medium	S09_set1_a10
Swan	What are young swans known as?	Cygnets	medium	easy	S09_set1_a10
Swan	What is the Irish legend of the Children of Lir about?	a stepmother transforming her children into swans for 900 years	medium	medium	S09_set1_a10
Swan	What is the Irish legend of the Children of Lir about?	A stepmother transforming her children into swans for 900 years	medium	medium	S09_set1_a10
Swan	What is the Sanskrit word for swan?	hamsa or hansa	medium	medium	S09_set1_a10
Swan	What is the Sanskrit word for swan?	Hamsa or hansa	medium	easy	S09_set1_a10
Swan	Which album was the song "The Bonny Swans" from?	The Mask and Mirror	hard	medium	S09_set1_a10
Swan	Which album was the song "The Bonny Swans" from?	The Mask and Mirror	hard	easy	S09_set1_a10
Swan	What is the Polish word for swan?	&#321;ab&#281;d&#378;	hard	hard	S09_set1_a10
Swan	What is the Polish word for swan?	Łabędź	hard	easy	S09_set1_a10
Swan	Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?	Swan Lake	hard	hard	S09_set1_a10
Swan	Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?	Swan Lake	hard	hard	S09_set1_a10
Swan	Are swan birds of the family Anatidae?	Yes.	easy	easy	S09_set1_a10
Swan	Are swan birds of the family Anatidae?	Yes	easy	easy	S09_set1_a10
Swan	Do swans feature strongly in mythology?	Yes.	easy	easy	S09_set1_a10
Swan	Do swans feature strongly in mythology?	Yes	easy	easy	S09_set1_a10
Swan	Is the Trumpeter Swan the largest bird?	It is the largest bird of North America.	easy	easy	S09_set1_a10
Swan	Is the Trumpeter Swan the largest bird?	The Trumpeter Swan is the largest bird of North America	easy	medium	S09_set1_a10
Swan	What is the name of young swans?	Cygnets.	medium	medium	S09_set1_a10
Swan	What is the name of young swans?	Cygnets	medium	medium	S09_set1_a10
Swan	Where is the word "swan" derived from?	Old English swan.	medium	medium	S09_set1_a10
Swan	Where is the word "swan" derived from?	The Old English word "swan," derived from the Indo-European root "*swen", meaning to sound or to sing	medium	medium	S09_set1_a10
Swan	What is the best known story about a swan?	The Ugly Duckling fable.	medium	medium	S09_set1_a10
Swan	What is the best known story about a swan?	The Ugly Duckling	medium	medium	S09_set1_a10
Swan	Are swans and ducks birds of the same family?	Yes.	hard	hard	S09_set1_a10
Swan	Are swans and ducks birds of the same family?	Yes	hard	easy	S09_set1_a10
Swan	What is the name of an adult female?	Pen.	hard	medium	S09_set1_a10
Swan	What is the name of an adult female?	An adult female swan is called a pen.	hard	medium	S09_set1_a10
Swan	What is the color of the Australian Black Swan?	Completely black except for the white flight feathers on its wings.	hard	hard	S09_set1_a10
Swan	What is the color of the Australian Black Swan?	Completely black except for the white feathers on its wings	hard	medium	S09_set1_a10
Tiger	Is the Tiger a member of the Felidar family?	No.	easy	easy	S09_set1_a3
Tiger	Is the Tiger a member of the Felidar family?	No	easy	easy	S09_set1_a3
Tiger	Are tigers solitary animals?	Yes.	easy	easy	S09_set1_a3
Tiger	Are tigers solitary animals?	Yes	easy	easy	S09_set1_a3
Tiger	Are panthers a type of tiger?	No.	easy	hard	S09_set1_a3
Tiger	Are panthers a type of tiger?	No	easy	hard	S09_set1_a3
Tiger	What do tigers' powerfully built legs and shoulders allow tigers to do?	They have the ability to pull down prey substantially heavier than themselves.	medium	medium	S09_set1_a3
Tiger	What do tigers' powerfully built legs and shoulders allow tigers to do?	have the ability to pull down prey substantially heavier than themselves	medium	medium	S09_set1_a3
Tiger	What would a tiger do when seized by a crocodile?	A tiger will strike at the reptile's eyes with its paws.	medium	medium	S09_set1_a3
Tiger	What would a tiger do when seized by a crocodile?	strike at the reptile's eyes with its paws	medium	medium	S09_set1_a3
Tiger	What are the typical features of a tiger country?	It will always have good cover, it will always be close to water and plenty of prey.	medium	medium	S09_set1_a3
Tiger	What are the typical features of a tiger country?	Good cover, close to water, and plenty of prey 	medium	medium	S09_set1_a3
Tiger	Would it be common for tigers to mate in January?	Yes.	hard	hard	S09_set1_a3
Tiger	Would it be common for tigers to mate in January?	Yes	hard	medium	S09_set1_a3
Tiger	About how many square kilometers would be needed to house 3 female tigers?	60 square kilometers	hard	hard	S09_set1_a3
Tiger	About how many square kilometers would be needed to house 3 female tigers?	60	hard	hard	S09_set1_a3
Tiger	Would a tiger be likely to feedon smaller animals, such as mice?	Yes	hard	hard	S09_set1_a3
Trumpet	Did the predecessors to trumpets have valves?	No	easy	easy	S09_set2_a3
Trumpet	Are trumpets constructed of brass?	Yes	easy	easy	S09_set2_a3
Trumpet	Is the bass trumpet the smallest trumpet?	No	easy	hard	S09_set2_a3
Trumpet	What musical styles is the trumpet used in?	Ska, ska punk, classical, jazz, Rock, Blues, pop, polka, cuban music, mariachi and funk.	medium	medium	S09_set2_a3
Trumpet	What is the most common type of trumpet?	The B trumpet.	medium	medium	S09_set2_a3
Trumpet	How does a trumpet produce sound?	By blowing air through closed lips.	medium	medium	S09_set2_a3
Trumpet	How do trumpets compensate for wolf tones?	Somce trumpetes have a slide mechanism built in to compensate.	hard	hard	S09_set2_a3
Trumpet	Did Miles Davis play the trumpet?	Yes	hard	hard	S09_set2_a3
Trumpet	Does a trumpet have a mellower tone than a cornet?	No	hard	hard	S09_set2_a3
Turtle	Is the name of the upper shell of a turtle called the plastron?	No.	easy	hard	S09_set1_a4
Turtle	Do scutes fall away from the turtle's shell?	Some of the scutes eventually fall away from the shell.	easy	hard	S09_set1_a4
Turtle	Do scutes fall away from the turtle's shell?	yes, eventually	easy	easy	S09_set1_a4
Turtle	Do Terrestrial tortoises have short feet?	Yes.	easy	easy	S09_set1_a4
Turtle	Do Terrestrial tortoises have short feet?	yes	easy	easy	S09_set1_a4
Turtle	How many groups are turtles broken down into?	Two	medium	medium	S09_set1_a4
Turtle	How many groups are turtles broken down into?	two	medium	easy	S09_set1_a4
Turtle	Where are the only surviving giant tortoises?	They are on the Seychelles and Galápagos Islands.	medium	medium	S09_set1_a4
Turtle	Where are the only surviving giant tortoises?	Seychelles and Gal�pagos Islands	medium	easy	S09_set1_a4
Turtle	How do turtles chew food?	Turtles use their jaws to cut and chew food.	medium	medium	S09_set1_a4
Turtle	How do turtles chew food?	Turtles use their jaws to cut and chew food	medium	easy	S09_set1_a4
Turtle	Are tortoises land based?	Yes.	hard	easy	S09_set1_a4
Turtle	Are tortoises land based?	yes	hard	easy	S09_set1_a4
Turtle	Where are turtle eggs layed?	Turtles lay eggs on land.	hard	hard	S09_set1_a4
Turtle	Where are turtle eggs layed?	on land	hard	easy	S09_set1_a4
Turtle	Is turtle soup considered a delicacy?	No.	hard	easy	S09_set1_a4
Turtle	Is turtle soup considered a delicacy?	yes	hard	hard	S09_set1_a4
Turtle	Are Testudines the crown group of the superorder Chelonia?	yes	easy	easy	S09_set1_a9
Turtle	Are Testudines the crown group of the superorder Chelonia?	Yes	easy	easy	S09_set1_a9
Turtle	Do turtles breathe air?	yes	easy	hard	S09_set1_a9
Turtle	Do turtles breathe air?	Yes	easy	easy	S09_set1_a9
Turtle	Are harvesting wild turtles legal anywhere?	yes	easy	easy	S09_set1_a9
Turtle	Approximately how many species of Testudines are alive today?	300	medium	medium	S09_set1_a9
Turtle	Approximately how many species of Testudines are alive today?	300	medium	easy	S09_set1_a9
Turtle	Where is harvesting wild turtles legal?	Florida	medium	easy	S09_set1_a9
Turtle	Where is harvesting wild turtles legal?	Florida	medium	easy	S09_set1_a9
Turtle	What was the largest ever chelonian?	Archelon ischyros	medium	easy	S09_set1_a9
Turtle	What was the largest ever chelonian?	The great letherback sea tutrtle	medium	easy	S09_set1_a9
Turtle	Is there a way to approximate the age of a turtle?	yes	hard	easy	S09_set1_a9
Turtle	Is there a way to approximate the age of a turtle?	Yes	hard	easy	S09_set1_a9
Turtle	Can turtles spend all their time underwater?	no	hard	too hard	S09_set1_a9
Turtle	Can turtles spend all their time underwater?	No	hard	easy	S09_set1_a9
Violin	Are violinists and fiddlers the same thing?	Yes	easy	easy	S09_set2_a2
Violin	Are violinists and fiddlers the same thing?	Yes	easy	easy	S09_set2_a2
Violin	Are violins a single size?	no	easy	hard	S09_set2_a2
Violin	Are violins a single size?	No	easy	hard	S09_set2_a2
Violin	Are violas and cellos in the same family of instruments as violins?	yes	easy	easy	S09_set2_a2
Violin	Are violas and cellos in the same family of instruments as violins?	Yes	easy	easy	S09_set2_a2
Violin	Where does the word "violin" come from?	the Middle Latin word vitula, meaning "stringed instrument"	medium	medium	S09_set2_a2
Violin	Where does the word "violin" come from?	the Middle Latin word vitula	medium	medium	S09_set2_a2
Violin	What is someone who makes violins called?	a luthier, or simply a violin maker	medium	medium	S09_set2_a2
Violin	What is someone who makes violins called?	a luthier	medium	medium	S09_set2_a2
Violin	How many strings does a violin usually have?	four	medium	medium	S09_set2_a2
Violin	How many strings does a violin usually have?	4	medium	medium	S09_set2_a2
Violin	What are violins made of?	different types of wood	hard	medium	S09_set2_a2
Violin	What are violins made of?	maple, ebony, sheep gut	hard	hard	S09_set2_a2
Violin	How long have people been making instruments like violins?	since ancient times	hard	hard	S09_set2_a2
Violin	How long have people been making instruments like violins?	since 1555	hard	hard	S09_set2_a2
Violin	Whate is the usual pitch range of a violin?	from G3 to C8	hard	hard	S09_set2_a2
Violin	Whate is the usual pitch range of a violin?	from G3 to C8	hard	hard	S09_set2_a2
Xylophone	Are xylophone bars made of rosewood?	yes	easy	easy	S09_set2_a8
Xylophone	Is the xylophone a precursor to the vibraphone?	yes	easy	easy	S09_set2_a8
Xylophone	Were ancient mallets made of copper?	no	easy	easy	S09_set2_a8
Xylophone	Where did the xylophone originate?	Indonesia	medium	medium	S09_set2_a8
Xylophone	What is the earliest historical reference in Europe?	Arnold Schlick's Spiegel der Orgelmacher und Organisten	medium	medium	S09_set2_a8
Xylophone	How are western-style xylophones characterised?	by a bright, sharp tone and high register	medium	medium	S09_set2_a8
Xylophone	Can a xylophone be 3 octaves?	yes	hard	hard	S09_set2_a8
Xylophone	Can a short bar follow a long bar?	no	hard	hard	S09_set2_a8
Xylophone	Did vibraphones exist in 1930?	yes	hard	hard	S09_set2_a8
